name,location,Date,Rating,Review,Image_Links,state,clean_review,review_length,word_count,priority,tolerance,cultural_norm,batch_index,sentiment,aspect,urgency
Tuesday,"Vallejo, CA","Reviewed April 23, 2015",1.0,"First off I've been a customer at Starbucks for years, a few months ago I purchased a tea at a Starbucks merchant in SF, CA. The lid was unsecured so when I went to pick it up, hot water spilled on my left hand & left a third-degree burn. Next day called the corporate office, the man said he would send me a 100 dollar gift card for the incident. I wait 2 months - NO CARD. Call corporate again, said they sent it to the wrong address, they verified my address and resent another card. 2 weeks later I receive it go to use it and card is locked so I call them again, they said they would correct it and add an additional $25 for my troubles. Come to find out they only put $25 instead of $125, so I call again the next agent corrected it. ",['No Images'],CA,first off ive been a customer at  for years a few months ago i purchased a tea at a  merchant in sf ca the lid was unsecured so when i went to pick it up hot water spilled on my left hand  left a thirddegree burn next day called the corporate office the man said he would send me a 100 dollar gift card for the incident i wait 2 months  no_card call corporate again said they sent it to the wrong address they verified my address and resent another card 2 weeks later i receive it go to use it and card is locked so i call them again they said they would correct it and add an additional 25 for my troubles come to find out they only put 25 instead of 125 so i call again the next agent corrected it,699,144,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Negative,Unknown,Medium
Sabine,"Redondo Beach, CA","Reviewed Dec. 19, 2006",,"I'm (was) a regular customer who ordered a latte at 12:50pm on Tuesday, 12-19-06. A woman next to me got handed her coffees over the ordering counter instead the hand out counter. In the course of it, the Starbucks employee spilled an entire cup of hot coffee over my right leg. I ran into the bathroom to get cold water since it burned like hell. When I came out, coffee all over my (white) pants, socks and shoes, Candice made me pay for my drink without any comment. My co-worker organized some ice for me. ",['No Images'],CA,im was a regular customer who ordered a latte at 1250pm on tuesday 121906 a woman next to me got handed her coffees over the ordering counter instead the hand out counter in the course of it the  employee spilled an entire cup of hot coffee over my right leg i ran into the bathroom to get cold water since it burned like hell when i came out coffee all over my white pants socks and shoes candice made me pay for my drink without any comment my coworker organized some ice for me,480,94,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Unknown,Unknown,Low
Joel,"Los Angeles, CA","Reviewed Oct. 31, 2009",,"This morning, like every other morning, I ordered a Venti Iced Coffee with EZ ice. The person doing the preparation added water to the coffee so it would be topped off with very little ice added. This seems very cheap on Starbucks' behalf. It's time to go to Peet's.",['No Images'],CA,this morning like every other morning i ordered a venti iced coffee with ez ice the person doing the preparation added water to the coffee so it would be topped off with very little ice added this seems very cheap on  behalf its time to go to peets,248,48,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Nikki,"Union City, CA","Reviewed Nov. 5, 2008",,No Review Text,['No Images'],CA,no_review text,14,2,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Kathryn,"Sunland, CA","Reviewed Aug. 26, 2015",2.0,"I have been a Starbucks customer since they first came to LA. Not everyday by any means, but a long time customer. I am not a difficult customer. I order from the menu. I have worked in food service off and on for many years and owned my own restaurant so I always tip. The last two times I went to my local SB my order was incorrect. The first time I had gone to the drive through and didn't realize it until I was well on my way to where I was going and did not have the time to go back. OK, so mistakes happen. ",['No Images'],CA,i have been a  customer since they first came to la not_everyday by any means but a long time customer i am not_a difficult customer i order from the menu i have worked in food service off and on for many years and owned my own restaurant so i always tip the last two times i went to my local sb my order was incorrect the first time i had gone to the drive through and didnt realize it until i was well on my way to where i was going and did not_have the time to go back ok so mistakes happen,493,103,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
B,"San Diego, CA","Reviewed Sept. 4, 2018",1.0,"My daughter and I went to our local Starbucks #9626, at 3202 Governor Drive, San Diego, CA, at 12:20 noon today. There was no one in line. Several people were sitting at the tables. The employee at the cash register was a woman who repeated over and over that she is in her fifties (years old). She was extremely loud and rude to us in front of all the many other customers. I asked her for two cold matcha lattes, no ice. She said our drinks would be this far from the top of the cup and she held her fingers up to show about a couple inches. I asked her why. She said in a very loud annoyed tone, “because the ice makes up part of the drink and if you have no ice, then that’s how much less drink you get.” Then she said, in a very annoyed loud tone again, “otherwise you have to get more milk and I have to charge you more for that.”",['No Images'],CA,my daughter and i went to our local  9626 at 3202 governor drive san diego ca at 1220 noon today there was no_one in line several people were sitting at the tables the employee at the cash register was a woman who repeated over and over that she is in her fifties years old she was extremely loud and rude to us in front of all the many other customers i asked her for two cold matcha lattes no_ice she said our drinks would be this far from the top of the cup and she held her fingers up to show about a couple inches i asked her why she said in a very loud annoyed tone because the ice makes up part of the drink and if you have no_ice then thats how much less drink you get then she said in a very annoyed loud tone again otherwise you have to get more milk and i have to charge you more for that,799,165,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Negative,Unknown,Medium
Paula,"Duarte, CA","Reviewed July 1, 2009",,"I have a Starbucks grinder that is currently being recalled for a safety issue. The replacement process is arduous and time consuming (8-10 weeks for a replacement to be received). In the meantime, the company expects its consumers to take their coffee to a store location for grinding when their website suggests grinding beans just before brewing: ""What is the best way to store coffee? How long will it stay fresh? Once roasted, coffee begins to lose its flavor the longer it is exposed to air and moisture. We recommend buying your coffee weekly, storing it in an airtight container in a cool, dark place and grinding it just before brewing. Coffee in an unopened flavor-lock bag will stay fresh for several months. You can learn more about how to brew great coffee in Coffee Education.""",['No Images'],CA,i have a  grinder that is currently being recalled for a safety issue the replacement process is arduous and time consuming 810 weeks for a replacement to be received in the meantime the company expects its consumers to take their coffee to a store location for grinding when their website suggests grinding beans just before brewing what is the best way to store coffee how long will it stay fresh once roasted coffee begins to lose its flavor the longer it is exposed to air and moisture we recommend buying your coffee weekly storing it in an airtight container in a cool dark place and grinding it just before brewing coffee in an unopened flavorlock bag will stay fresh for several months you can learn more about how to brew great coffee in coffee education,763,135,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Negative,Product,High
Misty,"Lincoln, CA","Reviewed July 17, 2008",, I then decided to call and ask her for her manager's #. She hung up on me 6 times after that and would not give me any #'s or names of her superior. The last time she answered and stated that I was getting the employee I asked to speak with in trouble. I am a regular at starbucks but after this crap I will go It's A Grind. I purchase coffe drinks 5-7 times a week too!,['No Images'],CA,i then decided to call and ask her for her managers  she hung up on me 6 times after that and would not_give me any s or names of her superior the last time she answered and stated that i was getting the employee i asked to speak with in trouble i am a regular at  but after this crap i will go its a grind i purchase coffe drinks 57 times a week too,350,75,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Service,High
Randy,"Chico, CA","Reviewed Dec. 3, 2014",1.0,"Imagine paying 200.00 in cash for an inferior product then finding out you have to call (and call and call) to get the address and a case number to return it at your expense ($16.20), insured, signature required. Oh the best part is it will take 60 days after they receive it to issue my refund. I have been a loyal if not addicted daily customer gold member before there were apps......I have never been treated as poorly as this...and not to mention these ridiculous conditions at the time of purchase (on bottom of gift box in small print), really!!!!! The only thing I can do is stop going there (2,500 to 3,000 a year). Hey you get a few of us and maybe they will do something about it.",['No Images'],CA,imagine paying 20000 in cash for an inferior product then finding out you have to call and call and call to get the address and a case number to return it at your expense 1620 insured signature required oh the best part is it will take 60 days after they receive it to issue my refund i have been a loyal if not_addicted daily customer gold member before there were appsi have never been treated as poorly as thisand not_to mention these ridiculous conditions at the time of purchase on bottom of gift box in small print really the only thing i can do is stop going there 2500 to 3000 a year hey you get a few of us and maybe they will do something about it,657,128,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
CHRISTIE,"Panorama, CA","Reviewed Feb. 23, 2017",1.0,"I along with my child went into Starbucks at 14329 Bear Valley Road in Victorville, CA. And bought a bag of chips and I asked if I could get two sample cups of their green tea and was just flat out refused. He the employee had said that we're not giving out samples at this time. BS! If I didn't know better, it seemed like he was happy NOT TO GIVE IT TO US. I had also made 2 trips to two other Starbucks stores earlier and had spent almost $20.00 dollars in total that day at 3 different stores. We like Starbucks EVEN THOUGH THEIR STUFF IS WAY OVERPRICED! A company that makes SOOO much money on a daily basis and BEING CHEAP ABOUT 2 sample cups of tea. I think I'll be staying away from Starbucks a lot more from now on!!! What a SHAME, worrying about 2 sample cups of tea and not about the money or potential tips that you could have earned. Oh well!!!",['No Images'],CA,i along with my child went into  at 14329 bear valley road in victorville ca and bought a bag of chips and i asked if i could get two sample cups of their green tea and was just flat out refused he the employee had said that were not_giving out samples at this time bs if i didnt know better it seemed like he was happy not_to give it to us i had also made 2 trips to two other  stores earlier and had spent almost 2000 dollars in total that day at 3 different stores we like  even though their stuff is way overpriced a company that makes sooo much money on a daily basis and being cheap about 2 sample cups of tea i think ill be staying away from  a lot more from now on what a shame worrying about 2 sample cups of tea and not_about the money or potential tips that you could have earned oh well,798,162,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Kathryn,"Fair Oaks, CA","Reviewed Dec. 30, 2017",5.0,"The coffee drinks are the best in this area, the food is ok! The muffins and yogurt are awesome, the drinks great. I did not like the smoothie (strawberry)!",['No Images'],CA,the coffee drinks are the best in this area the food is ok the muffins and yogurt are awesome the drinks great i did not_like the smoothie strawberry,149,28,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Blanca,"Bakersfield, CA","Reviewed Dec. 6, 2011",1.0,"I'm currently a college student and I make it a routine to visit Starbucks whenever I have a huge exam coming up or final exams. It's a great place to study and enjoy my favorite coffee at the same time. But the last couple of times that I've been to the Starbucks by my house, I have ran into a crowd of extremely loud folks that hang around inside and speak really loud. They even arrange the couches and the chairs in a circle so they can talk. They scream across the place and even the employees working there are really loud!",['No Images'],CA,im currently a college student and i make it a routine to visit  whenever i have a huge exam coming up or final exams its a great place to study and enjoy my favorite coffee at the same time but the last couple of times that ive been to the  by my house i have ran into a crowd of extremely loud folks that hang around inside and speak really loud they even arrange the couches and the chairs in a circle so they can talk they scream across the place and even the employees working there are really loud,503,100,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Positive,Unknown,Low
Kristie,"Pomona, CA","Reviewed Nov. 9, 2018",1.0,"I have enjoyed Starbucks for years as well as the free wifi. Currently I am homeless and utilize the free internet Starbucks on Foothill Blvd, in Pomona California provides. Until now. Starbucks has called the police on myself and my boyfriend several times. I assumed for being in the parking lot a little too long or because our van is a bit of an eyesore with all of our things piled on top. ",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_320005_thumbnail.jpg'],CA,i have enjoyed  for years as well as the free wifi currently i am homeless and utilize the free internet  on foothill blvd in pomona california provides until now  has called the police on myself and my boyfriend several times i assumed for being in the parking lot a little too long or because our van is a bit of an eyesore with all of our things piled on top,361,70,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Positive,Unknown,Low
Ron,"Hollister, CA","Reviewed July 4, 2010",,"Every time we would order drinks at this location, they make them wrong. They taste bland and the cups are 3/4 filled.",['No Images'],CA,every time we would order drinks at this location they make them wrong they taste bland and the cups are 34 filled,114,22,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Unknown,Medium
Toni,"Hayward, CA","Reviewed April 29, 2015",1.0,"I ordered travelers the night before for 7 o'clock in the morning. Not ready, everybody left confused. Little girl at the cash register is rude, said she had already said she was sorry, said it would be ready in five minutes. I was at here at 6:58 seven minutes of past, I'd be okay with it but no super apologies made by this location. They are the morning crew, they have nothing to do with what happens in the evening. To me there are Starbucks should stand behind the name. And not satisfied.",['No Images'],CA,i ordered travelers the night before for 7 oclock in the morning not_ready everybody left confused little girl at the cash register is rude said she had already said she was sorry said it would be ready in five minutes i was at here at 658 seven minutes of past id be okay with it but no_super apologies made by this location they are the morning crew they have nothing to do with what happens in the evening to me there are  should stand behind the name and not_satisfied,472,89,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Negative,Unknown,High
Kayu,"Pasadena, CA","Reviewed May 1, 2017",1.0,"Recently, I noticed that the card balance went down faster than usual. Also heard from 2 friends over the past 3 months that money would be taken from their cards mysteriously. So, out of curiosity, I checked the purchase history. I discovered the unauthorized deduction (total of $12.05) occurred in 2 different Starbucks stores. I asked the cashiers to redeem the rewards on food but evidently they deducted the value of the food from my card ""and"" redeemed my rewards. In a sense, I doubled paying them (real $$ and the rewards that I am entitled to use on food). I sent an email to its Customer Service and got an apology email of experience and an reimbursement of $12 only. I am very disappointed with the corporation. ",['No Images'],CA,recently i noticed that the card balance went down faster than usual also heard from 2 friends over the past 3 months that money would be taken from their cards mysteriously so out of curiosity i checked the purchase history i discovered the unauthorized deduction total of 1205 occurred in 2 different  stores i asked the cashiers to redeem the rewards on food but evidently they deducted the value of the food from my card and redeemed my rewards in a sense i doubled paying them real  and the rewards that i am entitled to use on food i sent an email to its customer service and got an apology email of experience and an reimbursement of 12 only i am very disappointed with the corporation,692,126,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Negative,Unknown,Medium
Kelly,"Benicia, CA","Reviewed Dec. 8, 2014",1.0,I ordered two Starbucks gift card from Starbucks.com over two weeks ago. My order has not processed but they tell me I can't cancel it. Hopefully I'll see these cards sometime before Christmas. I'm very disappointed that they cannot ship a gift card within 14 days. Learned my lesson.,['No Images'],CA,i ordered two  gift card from com over two weeks ago my order has not_processed but they tell me i cant cancel it hopefully ill see these cards sometime before christmas im very disappointed that they cannot ship a gift card within 14 days learned my lesson,257,47,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Unknown,High
Daan,"Chino Hills, CA","Reviewed Feb. 22, 2020",1.0,"Regular hot coffee of different sizes is too insipid and tastes almost like hot water in several Starbucks locations in southern California. One of the possible causes for the insipidity of Starbucks regular hot coffee is that store coffee brewers are not replenished with fresh coffee in a timely manner, especially during store rush hours. We made store associates aware of this issue at a few Starbucks locations but haven't seen any tangible improvement. This is a quality control issue that warrants serious attention from Starbucks' top management.",['No Images'],CA,regular hot coffee of different sizes is too insipid and tastes almost like hot water in several  locations in southern california one of the possible causes for the insipidity of  regular hot coffee is that store coffee brewers are not_replenished with fresh coffee in a timely manner especially during store rush hours we made store associates aware of this issue at a few  locations but havent seen any tangible improvement this is a quality control issue that warrants serious attention from  top management,511,83,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Negative,Unknown,Medium
chris,"Los Angeles, CA","Reviewed May 30, 2016",1.0,"Today is 05/29/2016. I would like to make a complaint about the 5:00 Starbucks shift on this date at this time. I was cheated out of my change (money) on this day by one of the workers and I was told it is a policy by the manager or supervisor named ** that I am not able to get refill with lemonade inside of my tea at this particular location on 1258 South La Brea Ave; Los Angeles, CA 90019-1628, Telephone 323-934-2408 even though I paid the $0.50 fee. I am not a new customer and whoever these workers are that worked today on this shift is not good workers. The workers are currently not being supervised if they are dancing while at work and treating clients inappropriately. No refills? Saying that is not company policy seems like an lie. Every other Starbucks I go to allow refills. Thank you. Also restroom needs to be cleaned. There was urine all over the toilet. Thank you.",['No Images'],CA,today is 05292016 i would like to make a complaint about the 500  shift on this date at this time i was cheated out of my change money on this day by one of the workers and i was told it is a policy by the manager or supervisor named  that i am not_able to get refill with lemonade inside of my tea at this particular location on 1258 south la brea ave los angeles ca 900191628 telephone 3239342408 even though i paid the 050 fee i am not_a new customer and whoever these workers are that worked today on this shift is not_good workers the workers are currently not_being supervised if they are dancing while at work and treating clients inappropriately no_refills saying that is not_company policy seems like an lie every other  i go to allow refills thank you also restroom needs to be cleaned there was urine all over the toilet thank you,841,156,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Negative,Unknown,High
Harold,"Ukiah, CA","Reviewed June 22, 2016",2.0,"When I order a Venti Skinny vanilla latte it is always Never full - so much foam. Even when I inform the clerk No Foam. When I receive the coffee it always has at least 1 inch or more of foam and the coffee isn't for me, it's for my wife. I quit going to Starbucks and cancel my Gold Card. The company don't seem to Care. It's all about the money.",['No Images'],CA,when i order a venti skinny vanilla latte it is always never full  so much foam even when i inform the clerk no_foam when i receive the coffee it always has at least 1 inch or more of foam and the coffee isnt for me its for my wife i quit going to  and cancel my gold card the company dont seem to care its all about the money,326,69,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Service,Medium
Ian,"Beverly Hills, CA","Reviewed Nov. 17, 2022",1.0,"Starbucks had an ad on Veterans Day for complimentary coffee for Vets. I go to Starbucks at least once a day and my Sherman Oaks location didn’t know about it. I called corporate, who confirmed it was a fake ad. I asked my San Diego Marines about it, and they advised Starbucks was honoring it. I went online to contact Starbucks, and they said they’d look into it, call me back, and even looked on my account and said they would gift me $10. ALL WAS A LIE. I was never contacted, didn’t receive the $10 (unimportant), and reached out this morning and was hung up on. Starbucks has lost a loyal life long customer. I will also tell every veteran I know that Starbucks does not honor service members and they have no integrity. Disappointing!!!",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_789669_thumbnail.jpeg'],CA,had an ad on veterans day for complimentary coffee for vets i go to  at least once a day and my sherman oaks location didnt know about it i called corporate who confirmed it was a fake ad i asked my san diego marines about it and they advised  was honoring it i went online to contact  and they said theyd look into it call me back and even looked on my account and said they would gift me 10 all was a lie i was never contacted didnt receive the 10 unimportant and reached out this morning and was hung up on  has lost a loyal life long customer i will also tell every veteran i know that  does not_honor service members and they have no_integrity disappointing,662,128,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
David,"Del Mar, CA","Reviewed June 16, 2018",1.0,"I visit various Starbucks stores in my neighborhood of Del Mar, CA virtually every afternoon for an ice tea and a moment of relaxation to read and research. I am a well-known international businessman with an excellent reputation. Yesterday, while siting on the patio of the Del Mar Heights store (3485 Del Mar Heights Rd Ste A3, San Diego, CA 92130-2125) I was verbally accosted by both the store manager (**) and a man that I understood was an employee of Starbucks. The manager was in the midst of filing a report with a security guard at the shopping center when I walked up and asked if they were aware of an incident that I just experienced outside. The manager then said that I was “a ** old ** man, a ** and that I go there every afternoon hoping to get “lucky.”",['No Images'],CA,i visit various  stores in my neighborhood of del mar ca virtually every afternoon for an ice tea and a moment of relaxation to read and research i am a wellknown international businessman with an excellent reputation yesterday while siting on the patio of the del mar heights store 3485 del mar heights rd ste a3 san diego ca 921302125 i was verbally accosted by both the store manager  and a man that i understood was an employee of  the manager was in the midst of filing a report with a security guard at the shopping center when i walked up and asked if they were aware of an incident that i just experienced outside the manager then said that i was a  old  man a  and that i go there every afternoon hoping to get lucky,725,137,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
MaryJane,"Santa ana, CA","Reviewed March 14, 2012",2.0,"I ordered a lemon cake. I sat down and discovered it was hard and old. I went back to return it and the girl said, ""All the cake is the same.” I said, ""May I please have a fresh slice? I don't believe that they are all the same.” She got mad and took the tongs, scraping off the frosting, and stuffed the cake in the bag. Then, she began to talk about me to another employee. Bad customer service. Very rude.",['No Images'],CA,i ordered a lemon cake i sat down and discovered it was hard and old i went back to return it and the girl said all the cake is the same i said may i please have a fresh slice i dont believe that they are all the same she got mad and took the tongs scraping off the frosting and stuffed the cake in the bag then she began to talk about me to another employee bad customer service very rude,389,82,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Nilly,"Pleasant Hill, CA","Reviewed Feb. 19, 2023",1.0,"All the money Starbucks makes not only are they ungrateful to their employees but what's the point of being a loyal ongoing cu6 when you have to pay more just to start using rewards, why would they change the amount you need to earn? It's bad enough all their Starbucks games you don't win anything big. It's like they are all rigged that way...Not to win.",['No Images'],CA,all the money  makes not_only are they ungrateful to their employees but whats the point of being a loyal ongoing cu6 when you have to pay more just to start using rewards why would they change the amount you need to earn its bad enough all their  games you dont win anything big its like they are all rigged that waynot_to win,327,62,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Negative,Service,High
Jill,"Modesto, CA","Reviewed March 21, 2018",1.0,"On Friday March 16th around 3:30 pm I went to Starbucks drive-through on 800 Oakdale Rd., Modesto. I ordered a drink that was supposed to nonfat milk, but they gave me a drink that contained Almond milk. I am highly allergic to almond milk and I had to take emergency actions after taking one drink. The cup was not labeled or written on as their usual procedure. When I went back inside they said “oh sorry we gave you the car's drink that was behind. Here’s yours.” I informed them of the seriousness of their mistake. My hives have finally cleared up. I reported it to Starbucks and I have a case number. They need a policy to ensure they give customers the right order which could be simply restating the order before they hand it to the customer outside the drive-through window.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_225457_thumbnail.jpeg'],CA,on friday march 16th around 330 pm i went to  drivethrough on 800 oakdale rd modesto i ordered a drink that was supposed to nonfat milk but they gave me a drink that contained almond milk i am highly allergic to almond milk and i had to take emergency actions after taking one drink the cup was not_labeled or written on as their usual procedure when i went back inside they said oh sorry we gave you the cars drink that was behind heres yours i informed them of the seriousness of their mistake my hives have finally cleared up i reported it to  and i have a case number they need a policy to ensure they give customers the right order which could be simply restating the order before they hand it to the customer outside the drivethrough window,746,140,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",1.0,Negative,Unknown,High
Laurie,"Oakland, CA","Reviewed Jan. 27, 2017",1.0,Alexis in the Starbucks is so rude every time I go in. She gives you the impression you are putting her out requesting a coffee beverage. The Starbucks street in the same Plaza has great friendly employees who are helpful and knowledgeable. Management at the Safeway inside Starbucks should get rid of her. Awful experience. Never going back!,['No Images'],CA,alexis in the  is so rude every time i go in she gives you the impression you are putting her out requesting a coffee beverage the  street in the same plaza has great friendly employees who are helpful and knowledgeable management at the safeway inside  should get rid of her awful experience never going back,309,55,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",2.0,Negative,Service,High
Jose,"Los Angeles, CA","Reviewed June 2, 2013",2.0,"This morning, I picked up the Sunday edition of the NY Times and paid a healthy $6.00 for it, only to discover that this freshly opened paper was missing sections. In the past, I had picked up the same paper and found 2-3 sections missing, and attributed it to someone rifling through it at the store prior to purchasing it. But this morning, the newspapers were still bound together and had not been read or touched by a prior reader. And again, the travel section and the book review section were missing - and those are my two favorite parts! Now I realize that the prior incidents were not done by someone else and instead, this local Starbucks receives and sells a partial paper for full price. Has anyone else encountered this?",['No Images'],CA,this morning i picked up the sunday edition of the ny times and paid a healthy 600 for it only to discover that this freshly opened paper was missing sections in the past i had picked up the same paper and found 23 sections missing and attributed it to someone rifling through it at the store prior to purchasing it but this morning the newspapers were still bound together and had not_been read or touched by a prior reader and again the travel section and the book review section were missing  and those are my two favorite parts now i realize that the prior incidents were not_done by someone else and instead this local  receives and sells a partial paper for full price has anyone else encountered this,707,128,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Calvin,"Monterey Park, CA","Reviewed Dec. 28, 2008",,No Review Text,['No Images'],CA,no_review text,14,2,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Mario,"Yorba Linda, CA","Reviewed Oct. 18, 2021",1.0,"This is the first time I go to this store located in Bristol and 17th St in Santa Ana, California. The staff was rude, not a smile, very short. It is pretty evident that they were not trained for customer service. The floor was very filthy. It looked like it wasn´t cleaned in several days. It was dirty and coffee stains everywhere. We had to clean our table because it was dirty like the rest of the tables. My wife went to the restroom. She had to do her business standing up because it was so dirty that she didn´t dare to sit on the toilet. I will never go back to this store and maybe to Starbucks.",['No Images'],CA,this is the first time i go to this store located in bristol and 17th st in santa ana california the staff was rude not_a smile very short it is pretty evident that they were not_trained for customer service the floor was very filthy it looked like it wasnt cleaned in several days it was dirty and coffee stains everywhere we had to clean our table because it was dirty like the rest of the tables my wife went to the restroom she had to do her business standing up because it was so dirty that she didnt dare to sit on the toilet i will never go back to this store and maybe to,579,115,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
lerry,"Fair Oaks, CA","Reviewed Sept. 9, 2014",1.0,The only good part about Starbucks is the convenience. I usually get a regular coffee. The lid will always spill coffee from the lid and when I carry it. Most of the time when I use my card I get charged twice.,['No Images'],CA,the only good part about  is the convenience i usually get a regular coffee the lid will always spill coffee from the lid and when i carry it most of the time when i use my card i get charged twice,197,41,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Linda,"Temecula, CA","Reviewed Nov. 28, 2012",2.0,"I think you should know that as a long time consistent customer, I am actively seeking a different coffee shop. I frequent Starbucks throughout Southern California, usually spending up to an hour or slightly longer. The environment is always freezing. I've mentioned this to the baristas in San Diego (Point Loma), Temecula (all of them, especially the one I often go to in the Meadows). It doesn't matter what time of year it is, the air conditioning is always cranking. Nothing ever changes and no one cares. My only recourse is to give up and start going to coffee places which are inviting and comfortable. Thought you should know.",['No Images'],CA,i think you should know that as a long time consistent customer i am actively seeking a different coffee shop i frequent  throughout southern california usually spending up to an hour or slightly longer the environment is always freezing ive mentioned this to the baristas in san diego point loma temecula all of them especially the one i often go to in the meadows it doesnt matter what time of year it is the air conditioning is always cranking nothing ever changes and no_one cares my only recourse is to give up and start going to coffee places which are inviting and comfortable thought you should know,607,107,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Breggetta,"Long Beach, CA","Reviewed July 27, 2023",1.0,"I filed a BBB complaint last month because Starbucks canceled my Starbucks Reward cards. I couldn't remember the balances, so I guessed about $9. Starbucks played nothing but games and tried everything they could to avoid responding to the complaint. I received a couple of phone call messages asking me to contact them directly and discuss the matter. The number provided was the customer service number and when I spoke with one representative, Linda hung up the phone on me. I did not use my card since 2012 which is my prerogative. Because of this and other reasons, Starbucks decided to close my Starbucks account. I reopened one about a few weeks ago and added a new card that I have not used yet.",['https://media.consumeraffairs.com/files/cache/reviews/starbucks_806740_thumbnail.jpg'],CA,i filed a bbb complaint last month because  canceled my  reward cards i couldnt remember the balances so i guessed about 9  played nothing but games and tried everything they could to avoid responding to the complaint i received a couple of phone call messages asking me to contact them directly and discuss the matter the number provided was the customer service number and when i spoke with one representative linda hung up the phone on me i did not_use my card since 2012 which is my prerogative because of this and other reasons  decided to close my  account i reopened one about a few weeks ago and added a new card that i have not_used yet,645,117,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",,,,
Nicole,"Tustin, CA","Reviewed Oct. 10, 2010",,"On September 22, 2010 around 1:15pm, I went into the Starbucks to grab a couple drinks for my children and myself. When I was at the counter ordering, there were free samples of muffins laid out. My 5 year old asked if he could have one, and when he grabbed a piece he decided that he then wanted another one (after touching the 1st one). Before I could tell him that he had to take the one he touched (or give it to my 2 year old daughter since she also wanted one), the barista forcefully pushed my son's hand away and told him (in a rude tone) that he had to take the one that he already touched.",['No Images'],CA,on september 22 2010 around 115pm i went into the  to grab a couple drinks for my children and myself when i was at the counter ordering there were free samples of muffins laid out my 5 year old asked if he could have one and when he grabbed a piece he decided that he then wanted another one after touching the 1st one before i could tell him that he had to take the one he touched or give it to my 2 year old daughter since she also wanted one the barista forcefully pushed my sons hand away and told him in a rude tone that he had to take the one that he already touched,573,118,"Convenience, Quality","Health-conscious, Eco-friendly","Digital-feedback, Social-media-influenced",0.0,Mixed,Unknown,Low
